id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
2095,NA_peak_2096,Tb927_05_v5.1,1045795,1046786,.,992,1.837,8.83,8.665,729.174,1.956,341.442,103.01,Tb927.5.3160,Tb927.5.3160,-
2096,NA_peak_2097,Tb927_05_v5.1,1046833,1048164,.,1332,-1.63,6.778,6.669,310.447,3.724,19.119,21.244,Tb927.5.3170,Tb927.5.3170,-
2097,NA_peak_2098,Tb927_05_v5.1,1055573,1057597,.,2025,-0.593,3.314,8.075,295.937,64.679,246.997,254.367,Tb927.5.3210,Tb927.5.3210,-
2098,NA_peak_2099,Tb927_05_v5.1,1060782,1061383,.,602,-0.308,0.037,5.293,0.343,29.087,0.097,0.108,Tb927.5.3230,Tb927.5.3230,-
2099,NA_peak_2100,Tb927_05_v5.1,1062374,1063326,.,953,2.221,-1.984,6.109,19.695,154.456,93.467,38.419,Tb927.5.3230,Tb927.5.3230,-
2100,NA_peak_2101,Tb927_05_v5.1,1066216,1068401,.,2186,0.488,-1.871,7.546,45.458,290.504,235.646,210.484,Tb927.5.3240,Tb927.5.3240,-
2101,NA_peak_2102,Tb927_05_v5.1,1075473,1076511,.,1039,0.272,-4.424,4.865,1.333,52.645,21.696,43.281,Tb927.5.3260,Tb927.5.3260,-
2102,NA_peak_2103,Tb927_05_v5.1,1077490,1079556,.,2067,0.762,-2.244,6.728,19.47,160.746,192.584,99.038,Tb927.5.3260,Tb927.5.3260,-
2103,NA_peak_2104,Tb927_05_v5.1,1081315,1082772,.,1458,-0.035,-2.067,6.941,27.728,214.007,137.619,161.171,Tb927.5.3270,Tb927.5.3270,-
2104,NA_peak_2105,Tb927_05_v5.1,1085328,1087215,.,1888,-4.016,-5.855,8.346,11.042,1112.922,26.579,419.118,Tb927.5.3280,Tb927.5.3280,-
2105,NA_peak_2106,Tb927_05_v5.1,1092767,1095561,.,2795,0.051,-2.342,8.961,34.86,345.373,913.477,809.893,Tb927.5.3290,Tb927.5.3290,-
2106,NA_peak_2107,Tb927_05_v5.1,1099884,1101155,.,1272,-1.558,-5.354,7.787,3.666,558.321,106.529,361.991,Tb927.5.3320,Tb927.5.3320,-
2107,NA_peak_2108,Tb927_05_v5.1,1105453,1106444,.,992,0.804,-0.705,4.53,9.598,49.797,19.791,16.261,Tb927.5.3330,Tb927.5.3330,-
2108,NA_peak_2109,Tb927_05_v5.1,1107530,1108425,.,896,1.311,-0.278,4.395,13.519,45.908,14.366,8.432,Tb927.5.3330,Tb927.5.3330,-
2109,NA_peak_2110,Tb927_05_v5.1,1110257,1110896,.,640,1.932,-6.946,4.419,0.412,78.115,11.871,5.353,Tb927.5.3330,Tb927.5.3330,-
2110,NA_peak_2111,Tb927_05_v5.1,1113257,1114207,.,951,-0.208,-1.531,6.86,43.686,268.417,75.774,105.565,Tb927.5.3330,Tb927.5.3330,-
2111,NA_peak_2112,Tb927_05_v5.1,1114675,1115306,.,632,-0.144,-1.91,5.294,12.589,102.414,23.665,33.397,Tb927.5.3330,Tb927.5.3330,-
2112,NA_peak_2113,Tb927_05_v5.1,1115722,1116416,.,695,1.658,-6.321,3.917,0.16,25.818,31.984,12.982,Tb927.5.3330,Tb927.5.3330,-
2113,NA_peak_2114,Tb927_05_v5.1,1123044,1125475,.,2432,-0.616,-4.43,7.279,3.019,406.885,137.011,229.425,Tb927.5.3360,Tb927.5.3360,-
2114,NA_peak_2115,Tb927_05_v5.1,1129019,1130045,.,1027,2.137,3.762,4.753,27.995,3.687,41.775,15.509,Tb927.5.3390,Tb927.5.3390,-
2115,NA_peak_2116,Tb927_05_v5.1,1131483,1132300,.,818,-0.308,-3.411,3.564,0.587,14.527,6.679,22.764,Tb927.5.3400,Tb927.5.3400,-
2116,NA_peak_2117,Tb927_05_v5.1,1133838,1134789,.,952,4.238,0.02,3.209,4.666,5.811,31.597,1.997,Tb927.5.3400,Tb927.5.3400,-
2117,NA_peak_2118,Tb927_05_v5.1,1140158,1141975,.,1818,-1.398,-4.491,6.624,3.225,177.954,73.715,162.372,Tb927.5.3430,Tb927.5.3430,-
2118,NA_peak_2119,Tb927_05_v5.1,1142991,1144694,.,1704,1.168,0.392,7.055,49.408,70.488,295.607,125.767,Tb927.5.3440,Tb927.5.3440,-
2119,NA_peak_2120,Tb927_05_v5.1,1148645,1149342,.,698,0.578,-1.594,4.813,2.72,28.552,58.285,14.427,Tb927.5.3470,Tb927.5.3470,-
2120,NA_peak_2121,Tb927_05_v5.1,1151567,1153641,.,2075,0.298,2.191,7.566,168.811,89.985,308.134,180.994,Tb927.5.3490,Tb927.5.3490,-
2121,NA_peak_2122,Tb927_05_v5.1,1154900,1155906,.,1007,0.431,-3.36,7.653,3.5,479.851,299.67,215.609,Tb927.5.3500,Tb927.5.3500,-
2122,NA_peak_2123,Tb927_05_v5.1,1161644,1162385,.,742,-0.532,-3.356,4.201,2.533,50.235,17.546,23.552,Tb927.5.3510,Tb927.5.3510,+
2123,NA_peak_2124,Tb927_05_v5.1,1163073,1165636,.,2564,1.588,2.479,8.063,298.369,132.525,348.394,163.429,Tb927.5.3510,Tb927.5.3510,+
2124,NA_peak_2125,Tb927_05_v5.1,1169134,1170404,.,1271,-0.59,-8.308,7.313,0.693,422.656,165.171,130.384,Tb927.5.3540,Tb927.5.3540,+
2125,NA_peak_2126,Tb927_05_v5.1,1171243,1172999,.,1757,-1.644,-3.024,6.991,11.323,360.939,58.487,138.453,Tb927.5.3540,Tb927.5.3540,+
2126,NA_peak_2127,Tb927_05_v5.1,1174926,1175902,.,977,2.625,6.737,8.686,974.367,8.98,21.191,2.308,Tb927.5.3560,Tb927.5.3560,+
2127,NA_peak_2128,Tb927_05_v5.1,1176262,1177664,.,1403,-1.243,0.602,6.697,66.015,71.297,95.701,210.056,Tb927.5.3570,Tb927.5.3570,+
2128,NA_peak_2129,Tb927_05_v5.1,1178792,1180493,.,1702,0.227,-2.301,7.878,28.547,263.379,397.169,334.813,Tb927.5.3580,Tb927.5.3580,+
2129,NA_peak_2130,Tb927_05_v5.1,1181609,1182356,.,748,0.284,-2.993,5.941,9.601,242.277,30.34,23.155,Tb927.5.3590,Tb927.5.3590,+
2130,NA_peak_2131,Tb927_05_v5.1,1184298,1185167,.,870,0.551,-5.864,7.49,1.013,76.958,449.836,294.471,Tb927.5.3600,Tb927.5.3600,+
2131,NA_peak_2132,Tb927_05_v5.1,1188819,1189475,.,657,-0.188,0.468,4.081,10.265,14.276,15.009,15.689,Tb927.5.3610,Tb927.5.3610,+
2132,NA_peak_2133,Tb927_05_v5.1,1197260,1199497,.,2238,0.092,3.68,7.14,264.882,46.512,37.201,46.761,Tb927.5.3620,Tb927.5.3620,+
2133,NA_peak_2134,Tb927_05_v5.1,1203846,1205678,.,1833,-0.909,2.1,5.855,44.261,29.634,30.912,89.05,Tb927.5.3650,Tb927.5.3650,+
2134,NA_peak_2135,Tb927_05_v5.1,1211349,1215285,.,3937,0.399,0.665,6.705,39.115,64.149,207.232,137.248,Tb927.5.3670,Tb927.5.3670,+
2135,NA_peak_2136,Tb927_05_v5.1,1216605,1217032,.,428,3.343,2.666,3.687,11.255,4.952,26.022,3.965,Tb927.5.3700,Tb927.5.3700,+
2136,NA_peak_2137,Tb927_05_v5.1,1218953,1220371,.,1419,-0.875,1.627,5.442,51.124,30.11,27.346,54.504,Tb927.5.3710,Tb927.5.3710,+
2137,NA_peak_2138,Tb927_05_v5.1,1224335,1226795,.,2461,0.588,-0.178,7.962,105.404,225.171,489.515,305.857,Tb927.5.3745,Tb927.5.3745,+
2138,NA_peak_2139,Tb927_05_v5.1,1229991,1230620,.,630,-0.132,0.559,4.827,16.401,24.461,30.213,41.622,Tb927.5.3770,Tb927.5.3770,+
2139,NA_peak_2140,Tb927_05_v5.1,1231673,1232629,.,957,-1.833,-3.368,4.649,1.76,38.199,15.435,44.634,Tb927.5.3770,Tb927.5.3770,+
2140,NA_peak_2141,Tb927_05_v5.1,1236204,1236812,.,609,-0.205,-4.044,3.434,0.206,10.149,19.346,13.85,Tb927.5.3790,Tb927.5.3790,+
2141,NA_peak_2142,Tb927_05_v5.1,1237805,1239094,.,1290,1.362,2.129,6.018,29.071,12.705,147.153,81.303,Tb927.5.3800,Tb927.5.3800,+
2142,NA_peak_2143,Tb927_05_v5.1,1242136,1243172,.,1037,1.523,-3.857,5.86,1.533,72.671,147.464,56.177,Tb927.5.3800,Tb927.5.3800,+
2143,NA_peak_2144,Tb927_05_v5.1,1244136,1245846,.,1711,1.558,-0.262,7.58,11.931,48.822,501.019,202.895,Tb927.5.3800,Tb927.5.3800,+
2144,NA_peak_2145,Tb927_05_v5.1,1248632,1249096,.,465,2.401,3.287,5.352,88.65,4.16,14.437,3.055,Tb927.5.3820,Tb927.5.3820,+
2145,NA_peak_2146,Tb927_05_v5.1,1250211,1251153,.,943,1.087,1.316,4.833,22.028,14.197,31.197,24.86,Tb927.5.3830,Tb927.5.3830,+
2146,NA_peak_2147,Tb927_05_v5.1,1251575,1252641,.,1067,0.311,4.055,5.625,102.522,13.338,10.542,6.997,Tb927.5.3830,Tb927.5.3830,+
2147,NA_peak_2148,Tb927_05_v5.1,1254042,1254991,.,950,0.793,0.166,4.983,3.933,10.031,72.642,51.793,Tb927.5.3840,Tb927.5.3840,+
2148,NA_peak_2149,Tb927_05_v5.1,1256045,1256449,.,405,0.485,-1.981,2.429,0.48,11.719,4.574,3.936,Tb927.5.3850,Tb927.5.3850,+
2149,NA_peak_2150,Tb927_05_v5.1,1256650,1257536,.,887,0.592,2.872,4.744,30.468,7.325,39.292,26.289,Tb927.5.3850,Tb927.5.3850,+
2150,NA_peak_2151,Tb927_05_v5.1,1262151,1262994,.,844,-2.837,-3.7,4.91,1.227,34.831,14.155,76.319,Tb927.5.3870,Tb927.5.3870,+
2151,NA_peak_2152,Tb927_05_v5.1,1263382,1264381,.,1000,-1.437,-2.225,5.801,2.2,166.568,6.818,32.398,Tb927.5.3870,Tb927.5.3870,+
2152,NA_peak_2153,Tb927_05_v5.1,1266380,1267781,.,1402,0.318,-1.001,6.737,9.401,77.083,221.768,162.375,Tb927.5.3880,Tb927.5.3880,+
2153,NA_peak_2154,Tb927_05_v5.1,1268137,1269598,.,1462,1.75,-0.045,6.794,37.742,92.774,243.757,83.183,Tb927.5.3890,Tb927.5.3890,+
2154,NA_peak_2155,Tb927_05_v5.1,1276563,1278589,.,2027,-0.261,-2.933,7.174,16.744,257.422,193.081,179.652,Tb927.5.3920,Tb927.5.3920,+
2155,NA_peak_2156,Tb927_05_v5.1,1278642,1279451,.,810,-0.266,-4.098,5.253,4.529,156.496,12.236,4.725,Tb927.5.3930,Tb927.5.3930,+
2156,NA_peak_2157,Tb927_05_v5.1,1284470,1286125,.,1656,-1.041,-2.455,7.852,10.331,125.571,311.524,564.013,Tb927.5.3970,Tb927.5.3970,+
2157,NA_peak_2158,Tb927_05_v5.1,1286377,1288710,.,2334,-1.202,-5.602,7.311,4.872,612.748,44.748,92.116,Tb927.5.3980,Tb927.5.3980,+
2158,NA_peak_2159,Tb927_05_v5.1,1295194,1296375,.,1182,-2.831,4.377,8.39,77.337,6.41,274.995,975.478,Tb927.5.4000,Tb927.5.4000,+
2159,NA_peak_2160,Tb927_05_v5.1,1299303,1300397,.,1095,-0.626,-0.12,6.157,32.321,77.686,78.629,118.577,Tb927.5.4020,Tb927.5.4020,-
2160,NA_peak_2161,Tb927_05_v5.1,1305143,1306330,.,1188,2.211,-4.64,4.215,0.733,38.43,20.211,9.517,Tb927.5.4060,Tb927.5.4060,-
2161,NA_peak_2162,Tb927_05_v5.1,1306443,1306764,.,322,1.126,-2.662,1.243,0.32,3.038,1.55,2.242,Tb927.5.4060,Tb927.5.4060,-
2162,NA_peak_2163,Tb927_05_v5.1,1312879,1314061,.,1183,1.231,-3.356,4.202,0.755,32.256,38.034,10.351,Tb927.5.4100,Tb927.5.4100,-
2163,NA_peak_2164,Tb927_05_v5.1,1314289,1315350,.,1062,1.202,-5.658,5.305,0.823,141.175,21.042,14.774,Tb927.5.4100,Tb927.5.4100,-
2164,NA_peak_2165,Tb927_05_v5.1,1320922,1321792,.,871,1.204,-6.671,4.301,0.32,69.564,13.794,5.521,Tb927.5.4130,Tb927.5.4130,-
2165,NA_peak_2166,Tb927_05_v5.1,1324086,1327223,.,3138,0.357,2.504,7.088,130.314,64.777,145.737,103.321,Tb927.5.4140,Tb927.5.4140,-
2166,NA_peak_2167,Tb927_05_v5.1,1335881,1337047,.,1167,0.126,-1.891,4.483,1.372,46.804,20.765,13.489,Tb927.5.4270,Tb927.5.4270,-
2167,NA_peak_2168,Tb927_05_v5.1,1339239,1340066,.,828,0.249,-1.679,4.275,2.466,16.399,38.775,13.561,Tb927.5.4280,Tb927.5.4280,-
2168,NA_peak_2169,Tb927_05_v5.1,1341359,1342212,.,854,0.999,-5.051,4.941,0.549,33.313,56.757,52.548,Tb927.5.4300,Tb927.5.4300,-
2169,NA_peak_2170,Tb927_05_v5.1,1343035,1344130,.,1096,-1.591,-1.616,6.367,57.849,308.788,7.54,11.614,Tb927.5.4300,Tb927.5.4300,-
2170,NA_peak_2171,Tb927_05_v5.1,1346170,1346962,.,793,-1.93,-8.167,5.622,0.32,183.418,3.229,17.432,Tb927.5.4310,Tb927.5.4310,-
2171,NA_peak_2172,Tb927_05_v5.1,1348326,1350752,.,2427,1.071,-3.034,7.172,17.283,299.253,235.214,110.852,Tb927.5.4320,Tb927.5.4320,-
2172,NA_peak_2173,Tb927_05_v5.1,1355022,1356120,.,1099,-1.151,-2.966,6.723,3.466,60.786,128.691,323.488,Tb927.5.4360,Tb927.5.4360,-
2173,NA_peak_2174,Tb927_05_v5.1,1357526,1358339,.,814,1.493,6.452,5.59,122.079,2.556,9.756,4.494,Tb927.5.4380,Tb927.5.4380,-
2174,NA_peak_2175,Tb927_05_v5.1,1365607,1367888,.,2282,1.201,1.65,6.522,86.738,53.01,175.989,79.276,Tb927.5.4400,Tb927.5.4400,-
2175,NA_peak_2176,Tb927_05_v5.1,1369095,1370399,.,1305,2.599,-1.475,5.125,6.066,93.898,31.355,10.707,Tb927.5.4420,Tb927.5.4420,-
2176,NA_peak_2177,Tb927_05_v5.1,1375119,1376710,.,1592,0.163,0.157,5.394,27.312,43.661,51.567,44.823,Tb927.5.4460,Tb927.5.4460,-
2177,NA_peak_2178,Tb927_05_v5.1,1379185,1380935,.,1751,0.572,5.971,7.5,347.297,11.987,64.83,31.652,Tb927.5.4470,Tb927.5.4470,-
2178,NA_peak_2179,Tb927_05_v5.1,1385819,1386765,.,947,1.489,-1.381,5.065,10.265,133.449,14.529,3.499,Tb927.5.4520,Tb927.5.4520,-
2179,NA_peak_2180,Tb927_05_v5.1,1387579,1388212,.,634,1.432,0.051,3.53,4.117,14.786,24.883,10.105,Tb927.5.4520,Tb927.5.4520,-
2180,NA_peak_2181,Tb927_05_v5.1,1389480,1391368,.,1889,0.135,-0.705,6.253,15.989,60.392,127.253,124.775,Tb927.5.4535,Tb927.5.4535,-
2181,NA_peak_2182,Tb927_05_v5.1,1394062,1394680,.,619,-0.144,-2.291,5.114,0.48,39.873,51.6,16.771,Tb927.5.4540,Tb927.5.4540,+
2182,NA_peak_2183,Tb927_05_v5.1,1396203,1397536,.,1334,-0.493,-6.207,5.929,2.2,273.52,8.098,13.994,Tb927.5.4540,Tb927.5.4540,+
2183,NA_peak_2184,Tb927_05_v5.1,1401173,1402543,.,1371,-0.252,-2.196,5.276,4.872,52.572,54.3,60.478,Tb927.5.4540,Tb927.5.4540,+
2184,NA_peak_2185,Tb927_05_v5.1,1403891,1404191,.,301,0.487,-6.134,2.473,0.107,23.438,0.658,1.371,Tb927.5.4540,Tb927.5.4540,+
2185,NA_peak_2186,Tb927_05_v5.1,1407688,1409039,.,1352,-0.268,-1.992,5.33,5.215,52.318,57.518,62.652,Tb927.5.4550,Tb927.5.4550,+
2186,NA_peak_2187,Tb927_05_v5.1,1411203,1412477,.,1275,-0.691,-3.344,5.956,1.334,26.809,109.569,154.588,Tb927.5.4560,Tb927.5.4560,+
2187,NA_peak_2188,Tb927_05_v5.1,1416142,1417221,.,1080,-0.966,6.012,6.941,231.821,3.432,24.122,71.067,Tb927.5.4570,Tb927.5.4570,+
2188,NA_peak_2189,Tb927_05_v5.1,1417293,1417732,.,440,0.177,3.228,2.799,1.235,0.396,18.377,16.537,Tb927.5.4575,Tb927.5.4575,+
2189,NA_peak_2190,Tb927_05_v5.1,1419105,1419758,.,654,0.126,-2.959,3.56,0.48,18.456,10.279,15.826,Tb927.5.4580,Tb927.5.4580,+
2190,NA_peak_2191,Tb927_05_v5.1,1419843,1420345,.,503,0.198,-3.043,3.258,0.549,14.527,8.687,11.632,Tb927.5.4580,Tb927.5.4580,+
2191,NA_peak_2192,Tb927_05_v5.1,1423154,1424052,.,899,-1.245,6.278,5.757,100.388,1.132,12.355,44.132,Tb927.5.4580,Tb927.5.4580,+
2192,NA_peak_2193,Tb927_05_v5.1,1424317,1425229,.,913,1.166,-2.919,4.982,5.97,111.606,15.193,7.682,Tb927.5.4590,Tb927.5.4590,+
2193,NA_peak_2194,Tb927_05_v5.1,1428814,1429871,.,1058,-0.479,-3.089,5.136,1.654,30.605,53.139,75.273,Tb927.5.4610,Tb927.5.4610,+
2194,NA_peak_2195,Tb927_05_v5.1,1435395,1435892,.,498,0.253,1.51,2.075,2.196,1.882,7.06,6.873,Tb927.5.4620,Tb927.5.4620,+
2195,NA_peak_2196,Tb927_05_v5.1,1439986,1441164,.,1179,-0.104,0.007,5.663,31.635,62.101,56.446,61.497,Tb927.5.4640,Tb927.5.4640,-
2196,NA_peak_2197,Tb927_05_v5.1,1441436,1442146,.,711,-1.733,-2.344,5.789,6.176,66.511,44.027,135.794,Tb927.5.4640,Tb927.5.4640,-
2197,NA_peak_2198,Tb927_05_v5.1,1445145,1445564,.,420,-0.447,1.437,4.049,17.705,15.98,10.331,13.919,Tb927.5.4660,Tb927.5.4660,-
2198,NA_peak_2199,Tb927_05_v5.1,1446458,1446790,.,333,-0.558,-1.614,2.056,0.961,5.203,4.949,8.548,Tb927.5.4660,Tb927.5.4660,-
2199,NA_peak_2200,Tb927_05_v5.1,1446896,1447378,.,483,-0.851,2.025,2.69,6.107,2.884,5.585,9.664,Tb927.5.4670,Tb927.5.4670,-
2200,NA_peak_2201,Tb927_05_v5.1,1449394,1449708,.,315,-0.143,3.696,1.851,7.465,1.453,0.465,0.301,Tb927.5.4680,Tb927.5.4680,-
2201,NA_peak_2202,Tb927_05_v5.1,1455919,1456330,.,412,-2.032,0.072,2.366,3.637,7.95,2.042,6.961,Tb927.5.4700,Tb927.5.4700,-
2202,NA_peak_2203,Tb927_05_v5.1,1462524,1464123,.,1600,0.09,5.127,7.808,444.672,30.55,66.343,55.408,Tb927.5.4710,Tb927.5.4710,-
2203,NA_peak_2204,Tb927_05_v5.1,1465373,1466048,.,676,0.931,-0.882,4.385,3.911,18.188,57.242,23.689,Tb927.5.4730,Tb927.5.4730,-
2204,NA_peak_2205,Tb927_05_v5.1,1469430,1470105,.,676,2.049,3.955,4.729,67.903,5.844,0.839,1.639,Tb927.5.4740,Tb927.5.4740,-
2205,NA_peak_2206,Tb927_05_v5.1,1472606,1473157,.,552,0.045,1.538,3.299,6.066,4.204,12.079,12.614,Tb927.5.4740,Tb927.5.4740,-
2206,NA_peak_2207,Tb927_05_v5.1,1473963,1474878,.,916,-0.228,1.019,4.547,27.106,27.126,17.927,20.376,Tb927.5.4750,Tb927.5.4750,-
2207,NA_peak_2208,Tb927_05_v5.1,1475036,1476232,.,1197,-0.221,-1.443,4.199,5.627,30.259,23.187,19.503,Tb927.5.4750,Tb927.5.4750,-
2208,NA_peak_2209,Tb927_05_v5.1,1478843,1479394,.,552,-1.801,1.693,3.853,2.187,1.415,3.395,45.763,Tb927.5.4760,Tb927.5.4760,-
2209,NA_peak_2210,Tb927_05_v5.1,1480200,1481186,.,987,-3.745,0.736,4.776,10.882,31.543,5.166,20.343,Tb927.5.4760,Tb927.5.4760,-
2210,NA_peak_2211,Tb927_05_v5.1,1481417,1482054,.,638,-2.89,1.444,4.968,50.643,37.374,1.592,11.514,Tb927.5.4770,Tb927.5.4770,-
2211,NA_peak_2212,Tb927_05_v5.1,1488146,1488947,.,802,-0.128,-2.8,5.213,5.284,80.62,42.81,46.379,Tb927.5.4780,Tb927.5.4780,-
2212,NA_peak_2213,Tb927_05_v5.1,1489061,1489688,.,628,-0.018,-3.011,4.214,2.0,34.026,24.295,26.112,Tb927.5.4780,Tb927.5.4780,-
2213,NA_peak_2214,Tb927_05_v5.1,1490553,1492032,.,1480,0.245,-0.337,6.491,40.418,110.949,119.778,104.626,Tb927.5.4780,Tb927.5.4780,-
2214,NA_peak_2215,Tb927_05_v5.1,1492087,1492549,.,463,1.466,1.461,4.044,8.001,7.156,30.575,13.746,Tb927.5.4790,Tb927.5.4790,-
2215,NA_peak_2216,Tb927_05_v5.1,1497991,1499533,.,1543,0.08,-1.073,5.946,21.136,79.788,100.668,83.859,Tb927.5.4810,Tb927.5.4810,-
2216,NA_peak_2217,Tb927_05_v5.1,1500005,1500809,.,805,-2.875,-0.081,5.007,21.822,49.523,5.399,42.058,Tb927.5.4810,Tb927.5.4810,-
2217,NA_peak_2218,Tb927_05_v5.1,1502002,1502604,.,603,0.267,-0.98,4.485,5.97,22.6,36.165,32.222,Tb927.5.4810,Tb927.5.4810,-
2218,NA_peak_2219,Tb927_05_v5.1,1503362,1503767,.,406,-0.018,0.835,4.125,19.146,21.592,14.847,15.479,Tb927.5.4810,Tb927.5.4810,-
2219,NA_peak_2220,Tb927_05_v5.1,1504752,1505625,.,874,1.338,2.859,5.21,40.925,7.617,17.788,8.44,Tb927.5.4810,Tb927.5.4810,-
2220,NA_peak_2221,Tb927_05_v5.1,1508254,1509797,.,1544,-0.429,0.729,6.016,47.075,58.103,73.507,86.165,Tb927.5.4820,Tb927.5.4820,-
2221,NA_peak_2222,Tb927_05_v5.1,1509923,1510926,.,1004,-2.591,0.421,4.188,12.901,21.685,5.503,39.097,Tb927.5.4830,Tb927.5.4830,-
2222,NA_peak_2223,Tb927_05_v5.1,1519107,1519806,.,700,-0.793,3.174,2.411,8.99,2.113,1.454,3.282,Tb927.5.4860,Tb927.5.4860,-
2223,NA_peak_2224,Tb927_05_v5.1,1526322,1527605,.,1284,-0.184,4.841,5.637,87.974,7.575,8.62,11.309,Tb927.5.4890,Tb927.5.4890,-
2224,NA_peak_2225,Tb927_05_v5.1,1531119,1531767,.,649,-1.704,-0.59,4.028,7.686,25.764,9.275,21.882,Tb927.5.4910,Tb927.5.4910,-
2225,NA_peak_2226,Tb927_05_v5.1,1532411,1534236,.,1826,-1.221,2.631,7.019,199.896,66.064,44.125,100.087,Tb927.5.4910,Tb927.5.4910,-
2226,NA_peak_2227,Tb927_05_v5.1,1535729,1536624,.,896,0.159,2.043,6.368,108.903,45.672,94.21,79.348,Tb927.5.4920,Tb927.5.4920,-
2227,NA_peak_2228,Tb927_05_v5.1,1536900,1537851,.,952,-2.842,-1.713,5.854,31.086,185.217,5.585,26.901,Tb927.5.4930,Tb927.5.4930,-
2228,NA_peak_2229,Tb927_05_v5.1,1539321,1540467,.,1147,-1.808,-3.07,6.941,3.681,89.92,9.434,390.285,Tb927.5.4930,Tb927.5.4930,-
2229,NA_peak_2230,Tb927_05_v5.1,1543767,1544903,.,1137,-0.285,-0.005,5.7,5.599,26.677,73.644,109.277,Tb927.5.4940,Tb927.5.4940,-
2230,NA_peak_2231,Tb927_05_v5.1,1544979,1546130,.,1152,-0.711,-2.759,4.614,2.539,54.032,17.434,35.49,Tb927.5.4940,Tb927.5.4940,-
2231,NA_peak_2232,Tb927_05_v5.1,1550422,1550995,.,574,0.94,-1.916,2.929,0.587,3.614,18.952,11.778,Tb927.5.4950,Tb927.5.4950,-
2232,NA_peak_2233,Tb927_05_v5.1,1551509,1552082,.,574,-4.757,-2.223,3.202,0.274,21.196,0.519,13.922,Tb927.5.4950,Tb927.5.4950,-
2233,NA_peak_2234,Tb927_05_v5.1,1552863,1553894,.,1032,-1.523,2.391,3.992,21.959,7.034,5.572,23.689,Tb927.5.4960,Tb927.5.4960,-
2234,NA_peak_2235,Tb927_05_v5.1,1555040,1555886,.,847,1.078,0.967,3.415,3.431,4.703,26.474,14.138,Tb927.5.4960,Tb927.5.4960,-
2235,NA_peak_2236,Tb927_05_v5.1,1558633,1559764,.,1132,-1.285,-2.351,5.219,10.705,112.748,10.042,27.698,Tb927.5.4970,Tb927.5.4970,-
2236,NA_peak_2237,Tb927_05_v5.1,1563111,1563875,.,765,-0.852,5.714,5.561,93.944,3.731,5.004,9.469,Tb927.5.4990,Tb927.5.4990,-
2237,NA_peak_2238,Tb927_05_v5.1,1564053,1564613,.,561,4.89,4.948,4.519,49.065,3.067,1.938,0.382,Tb927.5.4990,Tb927.5.4990,-
2238,NA_peak_2239,Tb927_05_v5.1,1565963,1566893,.,931,-2.327,-3.338,4.158,1.029,23.309,10.348,48.222,Tb927.5.5000,Tb927.5.5000,-
2239,NA_peak_2240,Tb927_05_v5.1,1568453,1570279,.,1827,-6.619,-0.366,4.904,20.312,44.109,0.786,58.598,Tb927.5.5000,Tb927.5.5000,-
2240,NA_peak_2241,Tb927_05_v5.1,1571396,1572245,.,850,-0.955,1.5,4.617,26.462,20.262,14.916,30.113,Tb927.5.5020,Tb927.5.5020,-
2241,NA_peak_2242,Tb927_05_v5.1,1576538,1578022,.,1485,-1.742,0.181,4.936,17.176,28.129,16.577,60.954,Tb927.5.5040,Tb927.5.5040,-
2242,NA_peak_2243,Tb927_05_v5.1,1579966,1581398,.,1433,0.808,0.935,4.921,8.932,9.492,74.338,33.66,Tb927.5.5060,Tb927.5.5060,-
2243,NA_peak_2244,Tb927_05_v5.1,1584036,1584703,.,668,-0.066,6.464,6.189,141.293,3.665,17.235,16.375,Tb927.5.5080,Tb927.5.5080,-
2244,NA_peak_2245,Tb927_05_v5.1,1589349,1589738,.,390,1.199,0.104,4.384,19.663,38.407,11.351,6.853,Tb927.5.5090,Tb927.5.5090,-
2245,NA_peak_2246,Tb927_05_v5.1,1590706,1591994,.,1289,-1.47,3.796,7.52,286.841,46.219,67.934,200.282,Tb927.5.5100,Tb927.5.5100,-
2246,NA_peak_2247,Tb927_05_v5.1,1593609,1594070,.,462,-0.995,1.51,5.586,48.928,37.043,22.599,58.185,Tb927.5.5100,Tb927.5.5100,-
2247,NA_peak_2248,Tb927_05_v5.1,1594383,1595512,.,1130,-1.269,4.899,10.398,2992.82,219.719,32.124,70.671,Tb927.5.5110,Tb927.5.5110,-
2248,NA_peak_2249,Tb927_05_v5.1,1603150,1604394,.,1245,-0.657,1.697,3.784,13.731,9.406,7.219,18.068,Tb927.5.5130,Tb927.5.5130,-
2249,NA_peak_2250,Tb927_05_v5.1,1604629,1605066,.,438,-4.266,-3.502,1.088,0.067,1.46,0.291,7.43,Tb927.5.5140,Tb927.5.5140,-
2250,NA_peak_2251,Tb927_05_v5.1,1610440,1610987,.,548,-1.275,6.144,5.916,116.177,3.929,3.002,13.776,Tb927.5.5160,Tb927.5.5160,-
2251,NA_peak_2252,Tb927_05_v5.1,1611536,1612520,.,985,1.705,5.65,6.043,154.903,2.581,1.286,0.577,Tb927.5.5170,Tb927.5.5170,-
2252,NA_peak_2253,Tb927_05_v5.1,1612643,1614047,.,1405,-2.008,2.351,5.422,59.29,23.516,11.913,55.367,Tb927.5.5170,Tb927.5.5170,-
